mean pos	mean neg	Comment (All)
 1	 4	This story isn't about marijuana. Even if its legalized SWAT teams will continue to execute no-knock warrants when going after cocaine, ecstasy, heroin, meth, pcp, etc. and continue to abuse their power and authority the way they did here. If that box had contained a kilo of cocaine and the owner of the house wasn't the mayor of the town but just some random citizen unlucky enough to have their address picked by the drug dealers as a drop then you'd probably never hear this story. The cops would just lie like they apparently did both in getting the warrant (it wasn't a no-knock warrant) and trying to cover up after the fact (claiming the man opened the door then slammed it in the cops face, that the dogs were threatening the cops, etc).<br><br>Legalizing marijuana won't stop this abuse by the police. It'll just remove one of the many reasons they have to abuse their power. 
 1	 3	Because they understood the basics of US politics:<br>- Wave bible in front of crowd!<br>- Promise them tax cuts and more guns<br>- Tell them that USA is #1!<br><br>Repeat and rinse until a seat in congress has been secured!<br>
 1	 3	so if you're a government official, someone can use you, your face, and likeness for anything they want, without you having any kind of input whatsoever?
 1	 2	It's a big deal in that most people assume that 'successful people' don't. 
 2	 2	The only time I use e-mail these days is at work... and rarely will I curse there. Generally, that's not a good idea unless you're really comfortable with who you're e-mailing.<br><br>Now, as for in IM or IRC... like a fuckin' sailor.
 1	 3	One more reason NOT to use Comcast?
 1	 3	I just choose 'Inaccurate' when I bury it.
 2	 1	knowing how to bet/when to bet can make people think you have a good hand even if you don't. so you don't need a good hand to win a hand.<br><br>Sometimes even if you bet right you can still lose. similar to football or something wide reviever with more skill can generally escape the defense but will never catch 100% of passes thrown to them.
 1	 4	Does the religious right have the right when the liberal left tries to pawn their 'Evolution' bullshit onto them to tell them that they ARE wrong, WILL NOT tolerate their bullshit and that they can FUCK OFF?
 1	 4	Don't worry, the douchebag Biden will tell it on Oprah...
 1	 3	Maybe they would have $$$ left if they didn't bribe the distribution companies to follow the Blew-Ray path.
 1	 4	Man, life is a bitch. 
 1	 1	More like M OR M instead of &amp;
 1	 4	If your family was killed in a war would you then think that killing innocent civilians would be a good idea? If you answer yes you have no moral compass
 1	 4	Digg needs to start banning for the god damn ascii's .. they're annoying as hell.
 1	 4	And I give a fuck because?
 1	 1	An M1911.
 4	 1	how can they forget the first ninja gaiden. that was a great ending. pretty graphic intense for NES at the time.
 2	 3	this waiting is killing me!!! :D
 1	 3	yeah let's ban everything but victory gin.<br><br>war is peace, freedom is slavery, ignorance is strength
 2	 3	I'm all for this plan. I love love love his analogies. But these ideas will only come to pass when the vampires(board of directors and corrupt/silly politicians) have sucked the last dollar out of the economy. It's funny though that when they're the only ones left with money it will no longer have any value.
 1	 1	Coraline is a book.
 2	 2	That show was the sole reason I went to Hulu to begin with because my local blockbuster refused to stock it. 
 2	 2	so sick! 
 1	 2	Are you sure? Looks like his helicopter is malfunctioning.
 1	 1	Elaborate on how the dinosaurs are not in the Bible?
 3	 1	God, how I would love to untie that bowtie of hers.
 1	 3	if i send them a brick or some dog turd, i wonder how much it'd be valued at
 2	 3	I know other people have said it, but I really don't think this your typical scam...If you send your property away without knowing what it is worth and you blindly accept what someone says it is worth then you are a fool and more power to cash4gold.<br><br>Is this really that different than a best buy extended service plan? or upgrading your ram through Dell when you buy a new computer? or getting that 'rustproofing' for your new car?<br><br>Full-tilt capitalism maybe, but scam? ehhhhh
 1	 3	As title suggests, it is several 'missing links' of a very big, very disturbing puzzle..The links usually not discussed as 'acceptable' truths, links conveniently left out of other documentaries.. CIA? don't think so. The rabbit hole goes much deeper than 1 single film could ever be capable of. Missing Links highlights several culprits behind the curtain hidden safely in shadows of this fraud of the century. <br><br>PNAC is the cornerstone to 9/11. Just ask Sibel Edmonds Ashcroft invoked the 'state secrets' privilege on her to silence her completely and prevent her from revealing the truth of their crime networks and weapons/arms trading profiteer deals. They are afraid of her speaking in a court of law, under oath, of what she knows of this cover-up. What have they got to hide? Why such intense secrecy. Is this how an innocent party acts? 9/11 is a trans-national scandal that would embarrass far too many 'important' people.<br><br>Any wonder why this PNAC 'think tank' group and their 'new Pearl Harbor' to put our major-theater war manifesto in motion- 'coincidence' was never investigated, questioned, held to account, probed, much less mentioned or analyzed in the slightest by the usual paid-for talking pundits on controlled fake 'news' networks to speak of..
 1	 3	You should read and study the Bible in its entirety before you say anything like that. At least do your research or something. Man, what a waste of diggs from other people...<br><br>Ignorance is bliss but it's not useful.
 2	 2	Yeah, all 7 seasons of MacGyver were really MasterCard commercials too!
 1	 4	Have you walked down the streets of Seoul as a white man with a short haircut? No, then stfu. The rest of your rant is off subject.
 2	 2	thats the thing, it wont happen here because we have guns.<br><br>and people wonder why we like our gun rights.
 1	 2	So if you sold your house for $1, and then decided 10 years later you wanted it back, someone should just hand it over to you?
 1	 3	Since when did football become a non-aggressive sport, and Cardinals fans just face the fact that your defense just couldn't pull it out because if they did you all wouldn't be crying about it. Arizona had plenty of chances to win this game including the interception that went back for a touchdown before half, if they get 7 there the Cardinals probably win this game. Besides what affect did Harrison have on the outcome of this game after the interception return...Nothing. So throw him out and you still lost.  Nobody can just enjoy the game i guess...typical of internet forums and digg.
 1	 4	Oh please. Every other OS in the world handles this better than Vista. This is microsoft catering to the shit for brains users out there who click on every flashing banner on the net and then blame microsoft for providing an insecure system. Why should I be inconvenienced because of them? There are plenty of people who know how to use their system properly and even run their machine without anti-virus/spyware software without any problems. You know why? Because they're not fucking retarded. <br><br>I bet your one of those people who drink a bottle of draino unless the warning label said not to. I don't want my OS holding my hand for me. 
 2	 2	I would have to say I'm torn on the issue. On one hand, I like the idea of having work to do here in the US. I like money, I like having a job. And when people buy from my company (an American one), I get to keep my job. I know there's all sorts of talk from people about how 'oh protectionism doesn't work!' Reality is: if my company doesn't make money, they lay off tons of people. Which they have done and continue to do.<br><br>There should be incentive to keeping jobs in the US, and it shouldn't come at just a monetary price tag. Unfortunately, it's all about the money. And if there's no money to be made here, then there's no reason to have companies here.<br><br>We have nothing to export. We don't have tons of cheap labor. We can't survive on $2/day like they can in some of these nations. We've built regulations into our system to protect our workers and our consumers. We can't just go throwing lead paint into toys and poisons into toothpaste to reduce the cost of production.<br><br>Unfortunately, as a result of this and the result of the ability to communicate and travel to far off nations there's no incentive at all to have jobs here when you can make significantly more money doing it elsewhere.<br><br>So yes, I believe we need some way to enforce some minor protectionism in our economy. I'm not saying cut off completely import and export or anything of that nature. But I'm saying there needs to be incentive to stay focused on our country. There's nothing wrong with this. Most other countries have a protectionist policy when it comes to their workforce and it works out very well for them.
 4	 1	Christian Bale kicks fucking ass!
 2	 3	Yeah, I'm sure she gave it to one of her friends - I have some doubt that four high school senior girls from an upscale community all had their own cellphones. /sarcasm<br><br>I'm from Rochester too. I always said (before texting came to be as big as it is) that it's not TALKING on the phone while driving that's a problem, it's DIALING.<br><br>
 3	 1	Dude, it's just like in Gate Keepers 21. Now, if you could just control -when- the phone explodes, and look good in a skirt, this could be the best thing ever.
 1	 1	Spray-painted lead.
 3	 1	Some people play to be competitive or to be creative. Sure, those things are fun in themselves but only to certain people. What detour is getting at here is that they just play the game without worries simply to have fun, not to be the best (or even any good, for that matter).
 1	 3	hes not a great actor, gets everything he wants, people drool over everything he does, surprise, you've created a monster.
 1	 4	And more morons will buy it.
 1	 3	'However I wish he had pulled a Bill O'<br><br>But isn't that what this is anyway?<br>
 1	 3	You may want to watch this television ad that is playing.  Then join the blogs and fight to bring America back to common sense.<br><br>
 3	 3	IE6 is pretty quick to boot on windows machines, would never use it for a browsing session, but i can usually use it to check a page before ff even loads. (uni thin systems are fairly slow on i/o)
 2	 4	For most people, its a search engine, nothing more. For those stupid enough to have bought into the whole Web 2.0 Cloud bollocks then yes, they're going to be in the shit. Or not. Those who will really be in the shit are the Google Doccers daft enough not to have local copies and corporates stupid enough to be running their email system on Gmail. <br><br>The rest of us will just go 'meh' and use something else.<br><br>I don't use Gmail, I don't use Google Apps. If Google disappeared completely, I'd just click on the down arrow next to the Google icon in the search box of Firefox and choose another from the list, that's how completely and utterly irrelevent Google is in my life. If it's there I'll use it, if it isn't, I'll use something else. Recently though, I have been using something else - ixquick - and it seems to be better than Google.
 1	 3	Daschle withdrew, so should the Sect. of the treasury...
 2	 4	All of you idiot nutcases posting anti-marijuana propaganda from government websites, you need to watch a BBC documentary called Should I Smoke Dope? It was done by a journalist who compared pot to alcohol. She smoked different types, and performed all sorts of experiments while intoxicated. Guess what? EVERYTHING that our government is telling us about pot is a LIE, Her conclusion was that pot is less harmful than alcohol.
 1	 4	Yeah, OUR money. Where was all of the debate &amp; discourse when the Bailout Bill was passed in a record wee's time? This is absurd. Are we all so exhausted from being forecefully bent over We can't recognize when We're being RUN OVER?
 2	 2	And we dont die, as you can see in the end of the commercial.
 1	 1	can i see the video
 1	 3	Who gives a shit what the GOP thinks? They compromised in the house for the GOP and not one republican voted for it.
 1	 1	plm cate cielo-uri si matizuri din romania sunt facute altundeva?..
 1	 4	It is fairly ridiculous that on my shitty HTC WinMo phone I have a full browser with flash. Hell Adobe already has flash in preparation(if not done) for WinMo. Give me a break apple and let go of the leash. <br><br>Correct me if I'm wrong about the flash on Windows Mobile.
 3	 2	No, games aren't responsible - we are responsible. It's our choice...
 2	 3	Incorrect^<br><br>1) The evidence that suggests PEDs make a pitcher throw harder is substantially weak. The sentence you're responding to ('chemically enhanced pitches') was a figure of speech -- PEDs help pitchers reduce fatigue as the season wears on, thus making them more effective in the later months than they otherwise would be. Example: Ryan Franklin 2003. He had a career year where he was able to throw 200+ innings of quality pitching despite *zero* enhancement to his 'stuff,' was busted in 2004, and has since found starting significantly more difficult and has been relegated to a relief role.<br><br>2) Velocity induces *vastly* more swinging strikes than it does turning ordinary flyballs into home runs. If anything, a fastball with more zip on it because of PEDs would hurt Barry more often that it would help him, as it would all hitters.<br><br>^This sentence may be factually correct but the insinuation behind it is wrong.
 1	 1	i us them and thy deliverd
 2	 3	VitriolAndAngst, you said: 'Cuba, is under a damn embargo from the US for the past 40 years. It has NOTHING to do with trade restrictions.'<br><br>An embargo IS a set of trade restrictions. Judging from your other incoherent comments in this thread, however, I'll forgive your mistake as simply a product of your elementary nature.<br><br>Intrepidia is exactly right. Relying only on domestic production is terrible for an economy. You can also check out North Korea.
 3	 1	Actually, I've been a fan for close to 25 years, and indeed there were a few photos there which I haven't seen before.
 3	 2	NO! i am! lol
 3	 1	And I thought the original sound recording was hilarious!<br><br>Now we just need a mash-up of him and O'Reilly.
 3	 3	The funny thing is if there were to be a picture of him with a beer in one hand and a cigarette in the other, no one would have said anything
 4	 1	If nvidia sold those today, I would buy one. Pair that with Windows 7, and you have a great HTPC.
 2	 3	blue stinger was fun but made absolutely no sense. most confusing game i ever played and that includes metal gear solid 2.
 1	 2	well maybe it has something to do with the fact that the title says 'concept'
 1	 3	Nothing wrong with options... that work.
 1	 3	Clearly the only way that noumuon can make friends is by making fun of everyone else and hoping that people will like him for it.
 1	 4	'I don't want to be walking to the shops in fear that granny is packing.'<br><br>And what precisely do you have to fear from granny packing? Do you think that the instant someone starts carrying a firearm they become a ranting, raving, murderous maniac? On the other hand, someone willing to commit the crime of murder probably isn't going to worry a whole lot about getting charged for an illegal gun, so any idiotic gun bans aren't going to do anything to stop them.
 1	 3	Pretty useless all my incoming mail goes in one category anyway, Porn.
 3	 1	I've been visiting Shacknews since it was called Shugashack and before that, Quakeholio. I hope Steve and co stick around!
 2	 1	See <br><br>It's based on accusations, not trials.
 2	 2	Can someone put this article in movie form for us Americans?
1	 3	And tie you to a dugout beam with duct tape.
 2	 3	-Cops arresting someone (translated to English)- (And yes I know this was just a gift)<br><br>Cop: Did you really think you were going to outrun us? Have you seen our cars?<br><br>Arrestee: I'm sorry officer, I don't know what I was thinking. I don't wanna go to jail.<br><br>Cop: Yeeeeeahhhh... Well we kiiiiiinda blew our entire budget for the year on these cars. We can't really afford to put you somewhere. But we sure did catch you in style right? Just don't do it again.
 1	 1	Blago-loco.
 2	 1	I like the idea of that they can be replenished in seconds with a new cartridge of methanol, but is that something an owner can do or does it have to be professionally done? And what is the battery life?
 1	 3	These comments suck.
 4	 1	Ahaha Loved the sumo one
 3	 1	a lil krazy just like my football
 1	 3	Dagger, the Verses of the Rajim most probably existed, but even if they had, they would now be abrogated.<br><br>This is still irrelevant. Curtis said 'Muslim world', not 'Muslim religion'. Are you claiming stoning is prominent in any other culture?
 4	 1	Cool. Since Joomla supports mootools li by default, this means I can use this technique to integrate Flash into Joomla and will become a Joomla-Builder with Flash in a pocket. Thanks!
 2	 3	your right, maybe we should all be really cool and talk about how great pot is and how much we love it because we're so awesome.
 1	 3	Your digg tells me as much as this comment tells you:<br><br>iajdsiofajsu32i09321 oifdas0ifas908 2309oijdf!!!! iaso9034 ()*1092839()*wsads!!!! Hooray!!!0912091823jkasdaopd
 2	 2	He didn't even need to read the article, the title was enough.
 2	 3	About time i heard a bit of news on this in Bale's favour, the fact that everyone considers this supposed 'meltdown' news is pretty much beyond comprehension.. Important scene, Idiot DP mucking around in the back, i hope he never gets work again in this field of work.
 3	 1	It looks like the sheep is laughing about it in the picture.
 2	 3	The fact that it promotes Islam isn't what's shocking, it's the fact that it's 'hidden' and not obviously a religious product. If it did say 'Christianity is the light' it would either be obvious on the front that it was religious, or it would probably be just as controversial.<br><br>*Edit* I did a bit of research, apparently there's a lot of controversy over whether it's actually saying 'Islam is the Light' or not, so I have to say this is probably just a gross overreaction. Grow up, soccer moms!
 3	 1	i've seen them demoed in book stores.<br>maybe you should get the ebook for free when you buy a book.<br><br>
 4	 1	No way, Scandinavia has some of the fastest internet around.
 1	 4	I don't see how it couldn't suck, unless they load Robert Downey Jr. up with as many narcotics as his body can handle, let him come out on stage in his Tropic Thunder blackface getup, drinking thunderbird wine, and give his acceptance speech in ebonics laced with dead Heath Ledger jokes. 
 1	 3	Price drop is a huge fix for me. $59.00 for new games? Seriously?
 1	 3	Aeroflot? More like AeroFLOP!
 1	 2	They actually had a prosecution in the Lowcountry (beach area for you out-of-staters) a year or two ago for that.
 3	 1	And you know what? Thats ok... 
 1	 3	People still give a shit about Scott Stapp and Chad Kroeger? Last I heard Creed broke up about 5 years ago.<br>You're living in the past, dude.
 1	 3	Did you just really use the non-word, 'doosh?'<br><br>Wow. How ironic.
 2	 2	It's San Fransisco's way of getting back at the nation.
 2	 2	Crap, I didn't even get that at first. I really need to learn about this 'math' thing someday.
 1	 2	It's an economic trap!
 1	 3	I don't see how it matters who does the talking, so long as what's said is true. Both sides are largely comprised of stupid politicians or evil politicians pandering to stupid voters.
 1	 2	BlacklabelSAR, I appreciate your desire to join in the pile-on, but in this case you're wrong. I'm fully aware that Godwin's Law simply states the probability of a Nazi reference, and nothing else. However, as I'm sure you are aware, the most common corollary to Godwin's Law is that whoever makes the Nazi comparison loses the discussion.<br><br>99% of the time when Godwin's Law is invoked, the person using it means the corollary. I don't think it's necessary or helpful to force everybody to say, 'The most common corollary to Godwin's Law! You lose!' It's pedantic and artificial, and nothing is gained by it.<br><br>Lastly, I think you should all be grateful to me for providing you with such a comedy goldmine.
 1	 2	Same reason people endorsed Bush's illegal policy.
 2	 2	Hmm seemed funnier in my head.
 3	 1	Eminem really is quite a genius. Also, his public persona is not at all the same as his real personality. He is actually a somewhat quiet, nice guy. Of course, people only see the public side of a celebrity.
 1	 4	FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUCK<br><br>Watch it get postponed again i swear to god....<br><br>Government and specific people are fucking idiots.<br>
 2	 1	sorry about the double post, but here is a much better representation of the game, shows also how it sounds if you miss the targets:
 1	 2	Batshit insane?
 1	 2	Profit by investigating for months (and in detail) who wore the strap-on.
 1	 2	Won't kill us necessarily. A lot of scientists say that it will cause a lot of deaths but the most likely scenario is that the field won't collapse entirely, it will merely be confused (and intensity will decrease somewhat) for a while (as in, two north or two south poles for a couple days or weeks). 
 1	 2	It's true thet world can end at any moment without warning. That's why I always tell people exactly what I think of them because I may never get another chance.
 2	 3	The first people Hitler murdered on a large scale were the mentally handicapped as they didn't meet his expectations of a 'master race'. The German people were furious and rose up against this aprobation and it soon stopped. The next group of people to be exterminated were not the Jews or communists or homosexuals: it was the intelligentsia. The people who knew the program and where it was headed. Some were teachers and university professors. Today there are few teachers or professors in this country bright enough or deprogrammed enough to be a threat to anyone. However I was blessed to by surrounded by over 15,000 of the intelligentsia on 9/2/08 in St.Paul, Minnesota. And I knew it was just the tip of the iceberg. <br>Hitler took everyone's guns before the roundup so his pussy gestapo agents could do their job easier. Does FEMA et al really think the REAL Americans are as quick to surrender as the Germans? Do they really think we're going to go down without a fight? <br>Thanks for the post. Do not stop talking about this to your fellow Americans. 
 2	 3	I understand it's an unstated digg etiquette to close your comments with /sarcasm if you meant to be sarcastic. Trolls have unfortunately killed the subtleties of language.<br><br>Cheers!
 1	 2	Yes, yes they did.<br><br>After breaking in and stealing it from the UN.<br><br>...only so that they could 'distribute' the food to their political allies and leave the rest to starve.<br><br><br>This is the 5th time you've posted this contradictory story. Quit spamming it and go home.
 3	 1	welcome to digg
 1	 2	same here, i'm not able to see new shouts most of the time
 1	 2	The Volt? When? The Volt keeps getting pushed into the future. The only reason they might actually produce it is they're getting desperate, as they can't seem to compete with the Japanese companies in the traditional car market.
 1	 1	How about some Albert Lee?
 4	 1	DIG THIS^^^ UP this guy has talent and people should have the oppurtunity to see/hear him play also it's a cover of ronald jenkees 'a fun beat from outer space' ronald jenkees is even more incredible check them both out.
 1	 2	Captain Picard causes the destruction of all of humanity. He did it before, he's doing it now and he'll do it again!
 2	 2	Are you thinking about those 10-10-220, telephone commercials? He talks about that here: <br><br> 'I made an album in Las Vegas in the '60s, and a hippie friend said to me, 'Man, you sold out.' So I said, 'wait a minute, what is that over there?' And he said, 'It's a phone, man.' I said, 'That's Ma Bell. You're cooperating with them. You have one of their implements in your home. You sold out.' By that I mean that this thing is on a scale. The alternative, the real pure path, is to live in the woods, make your own clothing, and perhaps eat small game, if you can catch it. You have to choose how much you're willing to put up with for your purposes. So, I am a reluctant participant in the commercial world because that's what they have here, that's the way they keep score, and I'm not about to go live in the woods. If this were a culture where everything was free, I would do this for free. I would go from campfire to campfire, dragging my stone tablet of jokes around for people to see in exchange for pieces of meat. It would be a nicer system. But that's not the way it is.<br> That being said ... In the early '80s I discovered that I had made bad business decisions during the last half of the '70s and was deeply in debt to the IRS. It was still 70 percent tax time. I was behind. The penalties and interest were burying me, and I had no career to speak of. So a friend of mine, a promoter, became my manager, and we began to dig out of this, and it's taken me 20 years. When the people from 10-10-220 came to me, I said, 'Well, it's a phone service, it's not a poison gas, it's not gasoline, let me listen to these people.' They gave me full creative control over the imagery and the content, and they wanted to use me doing my stand-up. So I made what I consider a compromise, or an adjustment. That's my personal euphemism for it -- we all make adjustments to our value system according to our needs and what we can tolerate.'
 1	 2	Here comes the story of the hurricane,<br>The man the authorities came to blame<br>For somethin that he never done.<br>Put in a prison cell, but one time he could-a been<br>The champion of the world.<br>
 1	 2	wtf Digg:
 2	 2	I would bet doing porn with a condom starting today for 20 years is far safer than smoking a pack a day for 20 years.
 2	 1	I vote Nathan Fillion as the new Green Lantern!
 1	 4	No way - according to the Koranimals on Digg.com - Hamas would NEVER do something like this... Must be the ZOG Media that is once again manipulating the world; Or...<br><br><br>THE FUCKING TRUTH IS HAMAS ARE A BUNCH OF TERROIST ANIMALS THAT WOULD KILL ANYONE AND ANYTHING AS LONG AS THEY CAN ALSO KILL JEWS. THIS GROUP OF ANIMALS NEED TO BE EXTINCT!<br><br>And for those Hamas supported spewing lies - you can digg me down but I will only become stronger and more powerful. A pox on each of your houses and may your suicide belts be defective and kill you and your entire fucking family's - you camel dick smoking motherfuckers!<br><br>OK - back to work.
 3	 1	i lol'd
 2	 2	ha ha ha! Those are the reasons I wont be using it!
 1	 2	You assume most of the execs involved with bailouts would actually be affected by this. <br><br>THINK AGAIN.<br><br>Do you have your little Pocket Obama book yet, that's full of wonderful sayings from Chairman Obama?
 2	 1	I use Adobe strictly but Corel is more of a preference thing. Adobe though is a lot easier to use.
 3	 1	Man, that is sexy.
 1	 2	I have a feeling a lot of the Chinese connections will be anon proxies and Tor nodes. Not that I use TPB but I doubt that they have too much Chinese stuff.
 1	 1	The answer is tax cuts.<br>With them, it's always tax cuts.
 1	 3	I don't care if you're using a pelt gun. If you shoot at my house and keep shooting at my house while my family is in it and I've told you to stop, and no one is willing to help me make you stop, I will take cover and freely use my rifle, shotgun and pistol to kill you. Is that overkill?<br><br>Shooting at me does begets a response.
 2	 2	I'd hit it. So hard.
 1	 4	sodade, I used to be a stoner, THAT is why I am against it. It ruined MY life, THAT is why I am against it.<br>I was also a victim of a drunk driver, and I am against alcohol. <br>Do you need any more fucking explanation. <br>I don't care who is productive and who isn't. I am against it for my own reasons, does it really bother you that someone is against it? I mean, can you not live your life because of that? <br>Oh and not to mention that the people that I DO know that smoke it, are dumber than a bunch of rocks in a bag, not only do they act stupid, but they're also ALL criminals of some sort. Just like I was.<br><br>But I already said what I wanted, legalize all drugs. Woooooo!<br>
 2	 2	this 2010, we all should unite to remove Nancy Pelosi as Speaker before it is too late.<br><br>the only real alternative is the Republicans...
 2	 1	Nintendo needs to do more digging in their NES catalog for casual party games. Ice Climber, Balloon Fight, Mario Bros with a nice modern glitz and more players would be fun over drinks.
 3	 1	To Pilot: You Sir...Are a badass!
 2	 2	This is the ticket Republicans. This will really get those votes next election! Keep up the good work!
 3	 1	wow...good catch.
 2	 1	this one reminded me of this psa that played on tv when i was a kid<br><br>0:18, that kid loves to pretend to be a dinosaur
 1	 1	'The amount of the tax credit would be $15,000 or 10 percent of the purchase price, whichever is less.'<br>From:<br><br>(credit to chris 8185 for the link)
 1	 3	The jewish NWO are the play makers,the muslims are their chosen players because they also have a dream of world domination.<br>Support neither.<br>Be allied to your constitution and people of your own ilk,and friends with nations of a similar make up.<br>Cultural marxism seems to have blurred everything that the western world knew was right for it and its people.<br>The NWO agenda and the islamic agenda are both threatening to the west,the fact that they bounce one another off each other should be of no consequence to a nation that is basically under attack by both.<br>Get nationalist,preserve and reinstate with vigor your constitution and the old American way of life.Attack the perversity of cultural marxism,recognise it for the nation destroying disease that it is,understand how it works and how it was made to fool you out of your nationhood.
 1	 3	Not only are they remaking Rocky Horror, but they seem to be well on their way to remaking every film mentioned in 'Science Fiction, Double Feature.' UGH.
 1	 2	Biff's Alternate Universe was in 1985. What kind of future is that?
 1	 2	I am glad that /b/ wasn't there. The kid would've taken his life for sure.
 2	 2	I think he was messing with you. I'm going to start doing this. But not to you guys, I hate wasting your time. You see, I know that your time is important and...
 2	 1	The same scientists curing your diseases.
 1	 1	Looks like it.
 2	 2	Men don't want to know where she is.<br>We want to know where she isn't so we don't get caught out... :)
 1	 2	So is poison ivy. Put that in your pipe and smoke it (don't really, you will die).
 1	 2	As one of the people commented on the site, I bet a lot of birds are gonna meet their doom on those mirrored walls.
 1	 1	But I thought he had spybot?
 1	 4	jesus christ, why is everyone attatched to obama's balls. he hasn't done any good yet, and if anything his people are exactly what's wrong with our government.<br><br>goddamn cocksuckers and politicians<br><br>GO SHARKS!
 1	 2	...but the ball is attached to the cup with a string, so it can't go anywhere. 
  2	 1	Wow, that site is incredibly similar to lifehacker.
 1	 2	Dear Natural Selection, please do your job ASAP, thanks.
 1	 3	'even if he is innocent.'<br>Innocent? Do you not understand the concept of a court of law? Y'see what happens is the defendent is put on trial. Evidence against him is presented. If this evidence doesn't hold up he is released without charge. I think I'm going to have to repeat this for you: if he's innocent, he has nothing to worry about. The point is you couldn't give two sh*ts whether he's guilty or not, you want him off the hook.<br><br>'abused by Arab immigrants'<br>This article fails to mention Amnesty is the one building the cases against Israel's war crimes. I take it amnesty is made up entirely of Arab immigrants is it? Perhaps I should further explain the concept of a court of law. The idea is that an impartial party known as the judge ultimately makes the decision weighing up the evidence for and against. The Arab 'barbarians at the gates' don't get to clump together and vote on who is guilty and who is not. <br><br>Here's your problem mate<br>
 2	 1	Actually need to start looking for Valentine's gifts. 
 1	 2	If looking at this entirely from a practical standpoint, Obama could wear a leopard Speedo (and as long as he feels secure in it), do the job to the best of his ability.<br><br>However, professional dress codes, regardless of personal comfort, are required for many of us.For Senior Executives doing business with the sleeves up is done behind closed doors, only in front of high ranking internal staff. Ultimately our President is America's Chief Executive. While we may not give a shit, his appearance factors into the perception that his peers carry (in America and abroad) regarding his respect for them, himself and the people he represents. 
 2	 1	Cool, sounds like that one feature from GameVee.
 1	 2	What the fuck.
 1	 2	*cocks shotgun*
 1	 3	We have only ourselves to blame. If I remember correctly, we are a republic, and as long as the incumbents continues to give their constituents what they want, no matter how short sighted the gains, then they will continue to get elected. Let's face it, we're a nation of spoiled, selfish children for the most part.
