content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP
@CaldoBain will pop down after work then\u002c am only in murray on Saturday! Why it changed?  Ps\u002c fancy Amsterdam?	1	positive	2	0	1	2	1	0	-1.678	1.874	0	0.4624041098	1	-0.0390625	negative	0	1	1	-1	-3.172	neutral	0	0	5.041	0	0	2
stop that my dude...\@KButter5: dook football\u002c even the sun shines on a dog\u2019s a$$ some days. #UNC\	1	neutral	1	0	0	0	1	0	-2.331	1.7	-1	0.2098236084	1	-0.0656728745	neutral	0	0	1	-1	-1.747	negative	0	0	3.474	1	0	1
Dollar gains on euro amid Greek woes: New York - The euro sagged against the dollar on Thursday as the revised G... http://t.co/RQ3gxwWC	0	negative	0	1	1	1	0	2	-3.042	2.544	0	0.3258056641	0	-0.09375	neutral	0	0	0	-2	-3.467	neutral	0	0	5.24	0	0	1
@KolaptimusPrime He bet me 5 bucks the Lions would make the Superbowl\u002c and he also thinks the Superbowl is on Monday	0	neutral	0	0	0	0	0	0	-3.368	1.466	0	0.3046875298	0	0	neutral	0	0	0	-1	-1.84	neutral	0	0	3.132	0	0	1
Big mix up people\u002c Channing Tatum is not here\u002c it\u2019s just Anthonee Bercik\u002c autographs tomorrow.	0	neutral	1	0	0	0	1	1	-1.29	2.554	0	0.363243103	0	-0.65625	negative	0	0	0	-1	-1.195	negative	0	0	4.366	0	0	1
Tomorrow im doing a poll at 5pm-Which series of Dancing on ice is ur fave The celeb+pro that won the series will get a shoutout	0	neutral	1	0	0	2	1	3	-2.087	6.324	0	0.0488929758	0	-0.4375	positive	0	0	0	-1	-1.008	neutral	0	0	6.974	3	0	1
@ashleyhare310 im going to lunch with Grammy and Kels soon then running some errands for tomorrow and studying for my exam	0	neutral	0	0	0	0	1	0	-0.461	2.474	0	0.2502441406	0	-0.34375	positive	0	0	0	-1	-2.911	neutral	0	0	7.608	0	0	1
@MachineGunKevin Aw ok cool..I\u2019ll know where I\u2019m going hopefully by Feb or March..Signing Day!!	0	positive	1	0	0	0	0	2	-1.537	1.792	0	0.4412231445	0	-0.4375	positive	0	0	0	-1	-1.33	positive	0	0	2.692	0	0	2
I think Ryan Reynolds\u2019 1st action role was in Green Lantern...it shows in Safe House\u002c he isnt used to it	0	positive	1	0	0	1	0	1	-3.171	3.571	0	0.2340087891	2	-0.0332946777	neutral	0	0	3	-1	-2.792	neutral	0	0	4.207	2	0	2
Born in February close to Valentines. Through all the heart pains I still look for Love guess Imma always b crazy	1	negative	2	2	3	1	0	3	-1.625	2.658	-2	0.9159865162	1	-0.5054302216	neutral	1	2	1	-4	-4.889	negative	0	1	2.464	0	1	3
I realize Bellamy is a freshman QB but the play selection leaves a lot to be desired\u002c option toss on 3rd and 7 #CmonMan	0	neutral	0	0	0	0	0	2	-4.918	1.044	0	0.6766360998	0	-0.3286132813	negative	0	0	1	-1	-4.01	negative	0	0	1.695	0	0	1
Rare\u002c 300kg meteorite discovered in Poland\u002c biggest in Eastern Europe and may provide clues about Earth\u2019s core: http://t.co/KEp3zkLZ	0	neutral	0	0	0	0	0	0	-2.402	1.849	0	0.0089111328	0	0	neutral	0	0	2	-1	-0.21	positive	0	0	2.081	1	0	1
Tomorrow Channel 4 is 30 years old. Presenting the Channel 4 #spotify playlist. What do you remember? http://t.co/xSms3Esf #channel4	0	neutral	0	0	0	0	1	0	-2.56	3.51	0	0.2783203125	0	-0.1562156677	neutral	0	0	0	-1	-0.844	neutral	0	0	3.474	0	0	1
@aaronlinzy Hello Aaron\u002c will you be with Israel tomorrow night?	0	neutral	1	0	0	0	1	0	-1.546	2.901	0	0.0040283203	0	-0.0341796875	positive	0	0	0	-1	-0.269	neutral	0	0	2.562	0	0	1
Thursday just aren\u2019t as exciting now Waterloo Road has stopped	1	positive	2	0	0	1	1	3	-0.467	1.131	-1	0.4851074219	1	-0.06640625	neutral	0	0	1	-1	-1.884	negative	0	0	2.453	0	0	3
@Richie_Fenners @ben_jamin_whit I\u2019m back in rugby on a sat but if I do play it will have to be before 10 like!	0	positive	3	0	0	1	0	2	-2.401	1.507	0	0.4510501604	0	-0.3431692123	neutral	0	0	0	-1	-2.497	neutral	0	0	1.771	0	0	3
@TaggartJoel ah bet you luv doin broadcastin wi me. All those lassies throwin thur knickas at us. Evra mans dream.	0	positive	1	0	0	0	0	1	-5.255	3.875	0	0.375	0	-0.0322265625	neutral	0	0	0	-1	-0.601	positive	0	0	1.582	0	0	3
POTUS was here in Boulder today\u002c with the same old stump speech. Meanwhile\u002c in Staten Island\u002c his Lower 9th Ward: http://t.co/6RBJps0v	0	negative	0	1	1	0	0	0	-6.066	3.339	0	0.0419921875	0	-0.220703125	neutral	1	1	1	-2	-1.631	neutral	0	0	2.675	0	0	1
Kaya punya uang aje ! :p RT: @goal_intl: AC Milan reportedly want Miralem Pjanic to join the San Siro in January (Corriere dello Sport)	0	positive	1	0	0	0	0	2	-0.867	2.782	0	0.08984375	0	-0.2514648438	neutral	0	0	1	-1	-5.681	neutral	0	0	3.524	0	0	2
I think Joe Paterno went for it on 4th down twice in 40 years. #PennState has gone for it on 4th down twice today. #DizzyInHappyValley	0	neutral	0	0	2	0	0	0	-7.776	1.054	0	0.2354154885	0	-0.328125	negative	0	0	0	-1	-4.296	neutral	0	0	1.337	0	0	1
Smashing FIFA atm won the Capital One Cup\u002c1st in the league and in the finals of the F.A Cup and Champions League	0	neutral	0	0	0	1	0	3	-2.488	3.776	0	0.5087890625	0	-0.15625	neutral	0	0	2	-1	-1.114	positive	0	0	4.508	0	0	1
If San Antonio continues to play like they did tonight with little help from Parker in the 1st half & no Ginobili\u002c it\u2019ll be a great season!	0	positive	3	0	1	2	0	7	-4.074	3.533	-1	0.309936881	0	-0.7067260742	neutral	0	0	0	-1	-2.243	positive	0	0	4.912	0	0	3
Eleanor at Halloween { 3rd from the right } http://t.co/bIZUZsjW	0	neutral	1	0	0	1	0	0	-0.273	0.654	0	0	0	-0.021781262	neutral	0	0	0	-1	-0.481	neutral	0	0	1.001	0	0	1
We get to dress up in Halloween costumes on Wednesday. Sophia Grace and Rosie in the building ladies and gentleman.	0	positive	1	0	0	1	0	1	-0.258	4.445	0	0.4495345373	0	0	neutral	0	0	3	-1	-0.636	neutral	0	0	7.13	1	0	3
@CoreyBBrooks Lorenzo Beasley. He was killed on July 17th of last year on the corner of 53rd and King Dr.	0	negative	0	1	0	0	0	0	-6.483	1.302	-3	0.0802904367	0	0	negative	0	0	1	-4	-3.005	neutral	0	0	2.881	0	0	1
#ThoughtsOnMyMind Fuck Joe Paterno\u002cFuck Penn State\u002c Fuck WVU\u002c Fuck Texas\u002c I hope the Steelers Lose tomorrow\u002cTebow needs to start & God Bless	2	negative	2	4	1	1	4	5	-5.725	3.005	-12	0.4018554688	3	-0.4543421268	negative	1	1	3	-3	-4.564	negative	1	1	1.557	3	2	3
\@CoryJane1080: ALL ABOARD... 1st flight to Hong Kong then off to the UK from there.. #Tweet_Yah_Later\ enjoy	0	positive	1	0	0	1	1	3	-0.781	4.042	0	0.7431640625	1	-0.3540039063	positive	0	0	1	-1	-1.369	positive	0	0	4.391	1	0	3
@planetjedward Have a great time tomorrow \u002c and maybe can you come to Belgium ?! :D xx	0	positive	1	0	0	1	2	3	-1.123	3.754	0	0.0725774765	0	-0.2807035446	positive	0	0	0	-1	-0.565	positive	0	0	6.513	0	0	3
@jtidwell808 Lowry\u2019s getting $12 mil over 2 years\u002c Lin\u2019s getting $25 over 3 but $14.8 mil in the 3rd year. I\u2019d say Toronto got better value.	0	negative	2	0	0	1	0	2	-4.534	2.85	0	0.6274719238	0	0	neutral	0	0	0	-2	-3.767	positive	0	0	3.815	0	0	2
Rugby fest at Padang: November 01\u002c 2012 3:54 PMTOP class rugby action will take place at the Padang from Friday\u002c... http://t.co/eYIJaA2e	0	neutral	1	0	0	0	0	0	-0.109	1.642	0	0.1788921354	0	-0.0016479492	neutral	0	0	1	-1	-1.4	neutral	0	0	3.186	0	0	1
Rivers throw a pick on 3rd and goal. Everyone here thought they would run the ball. Bolts lead 10-0 at half.	0	neutral	0	0	1	1	1	0	-4.141	2.92	0	0.0747368857	0	-0.3288650513	neutral	0	0	2	-1	-1.252	neutral	0	0	1.513	0	0	1
@HarrySilk Aston Villa are a joke mate and so is your profile pic u may wanna hit the gym b4 u head to the Bridge w your bitch slaps #JogOn	0	negative	1	2	1	0	0	2	-9.048	5.728	-5	0.332031224	0	-0.7386476249	neutral	1	3	1	-2	-3.258	negative	1	2	2.205	1	1	2
On Wednesday\u002c October 24\u002c Season 3 American Idol contestant Jennifer Hudson channeled the upcoming holiday when ... http://t.co/4nLZj6M2	0	neutral	1	0	0	1	1	0	-0.36	7.985	0	0.09375	1	-0.390625	neutral	0	0	2	-1	-0.867	neutral	0	0	5.628	0	0	1
Las Vegas is my 3rd home and I\u2019ll be there after the election but The Wynn just lost my business after the bogus Obama comments.	0	neutral	1	2	2	0	0	0	-4.065	2.281	-3	0.5008544922	0	-0.8327636719	negative	1	2	0	-1	-4.75	negative	1	1	3.154	0	0	1
@deniszhirov @DiqueSoyPrieto @_KevCastillo Monday is the tournament.  Weight class Negros. #whoboutit	1	neutral	0	0	0	0	1	0	-0.005	0.079	0	0.0336914063	1	-0.0944824219	neutral	1	1	1	-1	-1.181	neutral	1	0	1.905	1	1	1
Why every time twitter email me saying we found pple you may know its a bunch of niggas....where the hoes at @Twitter ?	0	neutral	0	0	0	0	1	0	-7.516	3.087	0	0.1494750977	1	-0.0703125	neutral	0	0	1	-1	-2.289	negative	0	0	1.297	1	0	1
All Ricky Martin\u2019s fans interested in joining SIPs\u002c you are welcome to do so. Theme Mustache 20oct Sat tag under #SexySoulsInterestingPics	0	positive	2	0	0	2	0	4	-2.84	7.207	0	0.66796875	0	-0.1413230896	positive	1	0	1	-1	-1.11	positive	1	0	2.302	0	0	2
Love it when you have Bale first scorer\u002c 2nd time in a week #loveit	0	positive	1	0	0	1	1	3	-0.911	2.934	0	0.3628120422	1	-0.1869535446	positive	0	1	1	-1	-0.774	positive	0	0	2.932	0	1	3
Watching this Drew Peterson movie on lifetime just to spark conversation in Miss Mapes class tomorrow @Myles_Collier21 @nia_girlBOW	0	negative	1	1	1	0	1	1	-1.095	3.752	-2	0.2561035156	0	-0.0859375	positive	0	0	0	-2	-2.77	neutral	0	0	2.543	0	0	2
Trip to Fredonia in the works for this Friday. Looking to play on Valentine\u2019s new table. Msg me for more details.	1	neutral	0	0	0	1	0	0	-1.227	3.277	0	0.1827396154	0	-0.015625	positive	0	0	0	-1	-0.786	neutral	0	0	3.799	0	0	1
Tomorrow she is @RTEDigital reporter at Davos for Geeks. Perhaps she\u2019ll bring us home an internet gazillionaire instead http://t.co/YWhYslaV	0	neutral	0	0	0	0	1	0	-1.975	3.011	0	0.126953125	0	-0.15625	positive	0	0	1	-1	-2.534	neutral	0	0	1.746	1	0	1
ESPN- Indians fire manager Acta with six games left: The Cleveland Indians fired manager Manny Acta on Thursday\u002c... http://t.co/JPMbt9Cy	0	negative	0	0	0	0	0	0	-4.355	1.269	-4	0.03125	0	-0.0012569427	neutral	0	0	0	-3	-3.355	neutral	0	0	1.711	0	1	1
Thank you to all of our parents& guidance staff for our annual Academic Signing Day on Thursday! I\u2019ll post photos soon!	0	positive	2	0	0	2	0	2	-1.704	6.695	0	0.4697265625	0	-0.1408691406	neutral	0	0	2	-1	-0.715	positive	0	0	5.848	2	0	2
@cheringbiebs MY BIRTHDAY ON FEBRUARY. My friends think it\u2019s for Valentine\u2019s day but I don\u2019t believe so. :(	1	neutral	1	0	0	0	1	0	-2.081	1.72	0	0.2427978516	1	-0.03125	positive	0	0	1	-1	-2.572	negative	0	0	3.118	0	0	1
@Real_Liam_Payne  I can\u2019t wait for tomorrow. Argentina wants see the video. Sure it will perfect ! (: 4	0	positive	3	0	0	1	3	3	-0.822	4.246	0	0.3710713968	1	-0.203125	positive	0	1	1	-1	-1.401	positive	0	0	4.421	1	0	3
Scorcher Fest returns to the Duke again for a huge day of LIVE music! This years RECORD 180 ACTS! Sunday 18th... http://t.co/2v3yA4XN	0	positive	1	0	0	0	0	1	-1.792	3.967	0	0.8929657936	1	-0.375	neutral	1	0	2	-1	-1.311	positive	0	0	6.057	0	0	2
Game 3 tomorrow!!! I\u2019m excited in this shit than the coming pro bowl  haha	1	positive	2	1	1	1	3	6	-2.301	3.807	-4	0.1640625	1	-0.2066345215	neutral	0	1	1	-2	-1.526	positive	1	1	3.272	1	0	3
Bill Murray: Yeah\u002c on Monday I am off to meet Infinity Ward about the next game\u002c Modern Warfare 4\u002c Im doing work on the sequel to MW3	0	negative	1	0	1	2	2	0	-1.416	3.397	-2	0.1583331453	1	-0.5727539063	neutral	1	1	1	-3	-2.847	neutral	0	1	4.339	1	1	1
Sat here with a cuppa coffee\u002c watching Jeremy Kyle with @susancallinanxD #lovely	1	positive	1	0	0	1	1	3	-1.132	4.335	0	0.78125	1	-0.0625	positive	1	0	1	-1	-0.334	positive	0	0	5.254	1	0	2
I want to watch The Vow\u002c so guess whose gonna watch that tomorrow night\u002c.with tissues?! ---->>> Thiss girl :))	1	positive	1	0	0	0	3	1	-1.999	1.745	0	0.583984375	0	-0.3950195313	neutral	0	0	0	-1	-3.189	neutral	0	0	3.207	0	2	2
@pushplayjt the @okcthunder should have traded @JHarden13 for Monta Ellis and 1st round pick... #smh #bucks #thunde #bemilwaukee #BucksPride	0	neutral	0	0	0	0	0	0	-5.102	1.33	0	9.689703583717346E-4	0	-0.2189207077	positive	0	0	1	-1	-1.914	neutral	0	0	2.366	0	0	1
@HTTR24_7 If Cundiff is still the kicker come Sunday I\u2019m starting a riot.	0	neutral	0	0	0	0	0	0	-3.472	1.392	-2	0.0274114609	0	-0.1030864716	neutral	0	1	0	-1	-1.089	negative	0	1	1.591	0	1	1
She said that some day soon\u002c the sun was gonna shine. And she...couldn\u2019t have been more wrong! My Valentine.	1	negative	1	1	1	1	1	0	-2.819	2.744	-2	0.4526367188	1	-0.7392606735	negative	0	1	2	-3	-2.664	negative	0	0	5.088	1	0	1
I think I may know the story of the party nail. Salina Gomez jammed her finger the night before the Grammy awards. I rock a party toe today!	0	positive	0	0	0	1	0	3	-3.114	6.509	0	0.2860717773	0	-0.3779296875	positive	0	0	1	-1	-5.977	neutral	0	0	7.648	0	0	2
Jeremy Lin was a +23 for Rockets in his debut. That\u2019s the 2nd-best plus-minus for him in any game in his career.	0	positive	0	0	1	0	1	0	-3.809	3.547	0	0	0	-0.063079834	neutral	0	0	1	-1	-1.294	positive	0	0	2.374	0	0	2
First the Superbowl now Revel will finally be released on DVD on Nov 24th! My day is complete!!!! Oh how I love my Bey	1	positive	3	0	0	2	1	3	-0.928	6.158	0	0.66664505	3	-0.12890625	positive	0	0	3	-1	-1.891	positive	1	0	11.542	1	0	3
I am going home tonight and sleeping until about 5:30 pm tomorrow\u002c just in time to get to Durham for the Duke game.	0	neutral	1	0	1	0	1	0	-1.354	0.756	0	0.6983070383	0	-0.281829834	neutral	0	0	1	-1	-3.727	neutral	0	0	4.553	0	0	1
Safe and sound at #FLIBS We\u2019ll be all over the docks tomorrow!	0	positive	2	0	0	1	1	1	-0.158	1.422	0	0.4200439453	1	-0.0313962549	neutral	0	0	1	-1	-1.415	positive	0	0	3.491	1	0	2
I\u2019ve just been invited to speak at the World Economic Forum in Davos (@davos) this January. Thrilled and honored. http://t.co/h0aq8cZ6	0	positive	1	0	0	2	0	7	-1.426	4.656	0	0.9694824219	0	-0.3764648438	neutral	0	0	0	-1	-1.887	positive	0	0	3.147	0	0	4
just #watched Dream High 2 episode 1\u002c I\u2019ll watch it tomorrow for next episode :D ..	0	neutral	2	0	0	0	2	1	-0.139	0.896	0	0.5839223862	0	-0.1572265625	neutral	0	0	0	-1	-0.684	positive	0	0	2.977	0	1	1
awwww shit I still got some new Amsterdam in the fridge. mmhmm tomorrow after work ima need that before I go out	0	negative	0	1	0	1	1	0	-3.53	2.208	-4	0.2484744995	0	-0.3876972198	negative	0	1	0	-2	-5.561	negative	1	1	6.513	0	0	1
@sherbetgal We couldn\u2019t make it to Jan though edd is 4 Jan! I\u2019m a feb kid & if it coincides with the CNY\u002c I only get 1 ang bao! BAH!	0	positive	1	0	0	0	0	0	-3.785	2.93	0	0.3809242556	0	-0.44140625	neutral	0	0	0	-1	-4.444	negative	0	0	3.57	0	0	2
@styleofsam oh\u002c it is\u002c tomorrow is Jason Wu fashion show!! You would LOVE!	0	positive	1	0	0	1	1	3	-0.78	5.65	0	0.5866737366	1	-0.03125	positive	0	0	1	-1	-0.403	positive	0	0	4.862	1	0	3
@WillBlackWriter Thank you for the follow. Interesting book you have in Amazon\u002c think I may check it out ;)	0	positive	2	0	0	2	0	4	-1.689	7.618	0	0.4838799097	0	-0.1580877304	neutral	0	0	1	-1	-0.905	positive	0	0	2.082	0	0	3
If they play New Born tomorrow instead of SS I will throw one of the mouldy donuts in the flat at Bellamy and his shitey roulette wheel	0	negative	1	0	1	0	2	0	-9.34	2.219	0	0.2878261208	0	-0.4609603882	neutral	0	0	0	-2	-4.073	negative	0	0	4.523	0	0	1
@ChemicalJericho @xCescaCenax @Vasso_Cenation @HeadshotZombie Happy Halloween spend it with Bruno Mars and shenanigans http://t.co/KTV8sfFl	0	positive	1	0	0	1	1	3	-0.397	3.679	0	0.578125	1	0	positive	0	0	1	-1	-0.132	positive	0	0	4.494	1	0	2
on February 13th. \Desperation Day\ A magical night\u002c when a ten has the self-esteem of a four and the depraved enthusiasm of a two. :bd	2	negative	2	1	1	2	3	0	-1.989	4.493	0	1.0947265625	2	-0.6279296875	neutral	1	1	2	-3	-2.752	neutral	1	1	5.959	0	1	3
@thehawk38 I smell a 2nd PRO BOWL for my boy! Best safety in the league! Shout out for that solid legal hit! #TheHawk4ProBowl	1	positive	3	1	0	2	0	7	-2.475	5.028	0	0.3476133347	0	-0.6351968497	positive	0	3	3	-1	-1.162	positive	2	3	5.234	1	0	2
@AustinDB34 I know thats what Im saying lol Tucker straight outkicked Cundiff in camp\u002c I\u2019m glad he\u2019s gone. Didnt he miss one in the 4th qtr?	0	negative	2	1	1	1	1	7	-5.3	2.563	-2	0.3738688231	1	-0.3828125	neutral	0	0	1	-2	-6.419	positive	0	0	1.179	0	0	2
I still know all the lyrics to Sk8r Boi by Avril Lavigne and it was my 6th grade ringtone. Come at me.	0	neutral	0	0	0	0	0	0	-3.226	4.326	0	0.5041875839	0	-0.3218364716	neutral	0	0	0	-1	-2.517	neutral	0	0	3.341	0	0	1
@fckyeahalyssa aye mah dude did you tell alondraa abouut going to the bell game tomorrow?	0	neutral	0	0	1	0	1	0	-2.51	2.232	0	0.2646484375	0	-0.219329834	positive	0	0	1	-1	-0.377	neutral	0	0	2.539	0	0	1
Ben Amos doing well @Hull .Another clean sheet. He says he\u2019s enjoying the challenge of playing regular 1st team football. #MUFC	0	positive	2	0	1	3	2	4	-1.632	4.856	-1	0.5239184433	3	-0.1326351166	positive	0	1	3	-1	-1.031	positive	0	1	6.354	3	1	3
Last interview in the city tomorrow then SIGNING DAY!	0	positive	0	0	0	0	1	0	-0.113	2.046	0	0.0966478586	0	-0.03125	positive	0	0	0	-1	-0.714	neutral	0	0	3.138	0	0	2
@Dopee_Dayy i went trick or treating every year of high school except senior year only cuz negros was faking. im going tomorrow too.	1	negative	0	1	2	0	1	0	-4.807	1.767	-3	0.3888540268	0	-0.62890625	negative	0	1	0	-2	-4.473	negative	0	0	1.39	1	0	1
I\u2019m not the go out type. Saturday nights are my \stay up all night with the fellas on 360\ night\u002c but I think I\u2019ll dive into Paterno\u2019s bio.	0	neutral	0	0	0	0	0	0	-2.608	2.596	0	0.4368897062	0	-0.6723060608	negative	0	0	0	-1	-3.142	neutral	0	0	4.185	0	0	1
@thomas_edison Doing a show in Amsterdam? Would love to see you guys play live soon! I might be in amsterdam Saturday night	0	positive	3	0	0	1	0	3	-1.776	4.48	0	0.5590777397	1	-0.3466796875	positive	0	0	1	-1	-0.853	positive	0	0	6.536	1	0	2
SNEAK PEEK: Check out the 12 Freebies you can get at CVS on Black Friday!  Link in the first comment:	1	negative	0	1	2	0	0	0	-3.275	8.271	0	0.2051537054	0	-0.0622053742	positive	1	2	0	-2	-1.401	positive	0	1	3.241	0	1	2
Afterwork social @2552 S. King Dr. from 4-9 saturday.  steppin\u002cfood\u002c drinks.  5 days work and sixth day for relaxation.	0	positive	0	0	0	1	0	0	-1.002	3.374	0	0.0755008089	0	-0.001953125	neutral	0	0	2	-1	-1.664	positive	0	0	6.574	0	0	3
@HockeyyInsiderr Gagner has been in trade rumours since the beginning of the year. Can\u2019t claim 1st on this one bud.	0	positive	0	1	1	0	0	0	-8.753	0.748	0	0.1305541992	0	0	neutral	0	0	0	-1	-2.217	neutral	0	0	1.866	1	0	2
If you haven\u2019t seen your Good Giving Guide yet\u002c check it out online.  The Challenge starts Nov 1 - we appreciate your support!...	1	positive	3	0	1	3	1	7	-3.663	9.52	-1	1.0795835879	1	-0.5018377304	positive	0	1	3	-1	-1.149	positive	0	1	3.189	2	1	3
Here are the five Capital One Cup matches tonight and some potential upsets on the cards - Swindon to beat Aston Villa? http://t.co/DwDrysrp	0	negative	1	1	0	0	0	0	-4.732	4.341	-2	0.5190659016	0	-0.0625	positive	0	0	0	-3	-2.979	neutral	0	0	3.633	0	0	1
Article 54: A Bro is required to go out with his Bros on official Bro holidays; halloween\u002c New Year\u2019s Eve\u002c and Desperation Day (February 13)	0	negative	0	1	1	0	0	0	-1.511	3.125	0	0.3743897062	0	-0.3148841858	positive	0	0	0	-3	-2.568	neutral	0	0	4.252	1	0	1
Channing Tatum may not be that good of an actor but he sure as hell can dance #ayyyyye	1	negative	3	1	1	1	1	3	-2.882	4.968	-4	0.9256993537	2	-1.25	neutral	1	1	2	-2	-1.888	positive	1	1	4.561	2	1	2
How are you spending your Saturday night? I\u2019m currently sitting crying my eyes out to The Vow.	0	negative	1	0	0	0	1	0	-1.921	2.843	-2	0.4375	1	-0.2787513733	neutral	1	1	1	-4	-3.363	negative	0	0	4.73	1	0	1
I think my mom might buy me the box set bc i\u2019ve been bugging her about MSG and i told her i\u2019d give her $30 if she got it before november 14	0	neutral	1	1	0	0	0	0	-7.309	1.049	0	0.3023681641	0	-0.2425840973	neutral	0	0	0	-1	-5.957	neutral	0	0	2.822	0	0	1
Capello: I\u2019ll Tweak Lineup for Azerbaijan Game: Coach Fabio Capello said Monday he will tweak the Russian lineup... http://t.co/Qsa7KgiQ	0	neutral	1	0	1	0	0	0	-8.226	6.015	0	0.44140625	0	-5.79833984375E-4	neutral	0	0	0	-1	-0.833	neutral	0	0	1.63	1	0	1
@Iiamneeson all I can say is that it was very unrealistic. The 1st movie was better-storyline\u002c dialogue! And of course \The Grey\ thumbs up!	0	positive	0	1	2	0	0	0	-3.302	6.639	-1	0.6963500977	0	-0.7895507813	positive	0	0	0	-1	-1.537	negative	0	0	3.574	0	0	2
@stephenfry cant wait! coming to see you in February from Belgium!	0	positive	0	0	0	0	2	0	-0.914	3.158	0	0.071838975	0	-0.1484375	positive	0	1	0	-1	-1.071	positive	0	0	3.936	0	0	2
The boys will do promo in Sweden today (November 2nd) and they will perform on Sweden XF tonight\u002c live stream here http://t.co/zwqpmaKb	0	neutral	3	0	0	0	0	0	-2.143	3.046	0	0.1497101784	0	-0.1913719177	neutral	0	0	0	-1	-1.026	neutral	0	0	3.366	0	0	1
Tomorrow is last day for early voting in Nevada. I am not inspired to vote early. I don\u2019t like many of the choices. Most suck balls.	2	negative	1	1	0	1	2	4	-5.474	4.234	-3	1.5114427805	2	-0.75	negative	1	2	2	-2	-5.553	negative	0	1	6.818	2	0	2
Oingo Boingo (well\u002c most of the band) tomorrow & Leonard Cohen on Monday. #DudeImStoked	0	positive	0	0	0	0	1	0	0	1.823	0	0.03515625	0	-0.03125	neutral	0	0	0	-1	-0.223	positive	0	0	5.02	0	0	2
Harry Redknapp 2nd favourite at 7/4 to be next blackburn boss!! venkys please make this happen!!!! #makeredknapparover	0	positive	1	0	0	0	1	1	-3.11	5.165	0	0.4532471002	0	-0.337890625	neutral	1	1	0	-1	-1.079	positive	0	1	4.115	0	0	2
Love that James Bond montage at the end of Super Sunday by Sky	0	positive	2	0	0	2	0	6	-0.343	2.287	0	0.3962402344	1	-0.25	neutral	0	0	2	-1	-0.655	positive	0	0	7.637	0	0	3
