content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	avgNeg	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	avgPos	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP
@wendywave1 HAHAHAH that was worded weird. I'm reading while a candle is burning in my room	0	negative	0	2	1	0	0	3	-3.2140000000000004	2.2980000000000005	-2	2	0.171875	0	-0.486328125	neutral	0	1	1	-2	-2.163	1	1	0	3.7779999999999996	0	0	2
@KantGitRite you should follow me while ur at it u tickle my dick with ur comments	1	neutral	1	1	0	1	1	0	-4.401	5.154999999999999	-4	1	3.677457571029663E-4	1	-0.1640625	positive	0	0	1	-1	-0.746	1	0	0	1.8170000000000002	1	0	1
RT @importantdate: You can preview the exclusive Tim Burton's #Alice Boutique  opening 2/11. It's a curious collection! http://ow.ly/15uSt	0	positive	2	0	0	0	0	3	-2.6399999999999997	6.59	0	2	0.00830078125	0	-0.390625	neutral	0	0	0	-1	-0.26	2	0	0	4.771999999999999	0	0	2
@iJuslisen pretty much my g..i need a banger..get it to the bloggers..lets do it.	0	positive	1	0	0	1	1	1	-1.6680000000000001	0.855	0	2	0.2734375	1	-0.3652000427246094	positive	0	0	1	-1	-1.157	2	0	0	0.976	1	0	3
Photo: Chace Crawford?. Oh man I can look at pictures of him all day BUT i have homework to get back to so... http://tumblr.com/xbf6aoc1l	0	neutral	1	0	0	0	0	0	-2.803	2.7199999999999998	0	2	0.6875343313295161	0	-0.18695354461669922	negative	0	0	0	-1	-4.478000000000001	2	0	0	1.989	0	1	1
Commission Ritual.: P.S. I want to make this perfectly clear: Commission Ritual will get your sites multiple fi.. http://bit.ly/7dqvqj	0	positive	4	0	0	2	0	5	-5.343	4.174000000000001	0	1	1.042820022397692	0	-0.28271484375	neutral	0	0	0	-1	-2.1279999999999997	1	0	0	4.178	2	0	2
On Insurance and Hospitals: I wonder if there is a connection between the hospital system overload and the format... http://bit.ly/d9QIc5	0	neutral	1	0	0	1	0	0	-7.030999999999999	0.886	-1	2	0.3046875	0	-0.1943359375	neutral	2	1	0	-1	-6.629	1	0	0	1.514	2	1	1
Chilling textin (?) ... To much info..foreal you know its los ward yung squad bitch...	0	negative	0	1	1	0	0	0	-4.2459999999999996	2.292	-6	2	0.35430908203125	0	-0.83984375	neutral	1	1	0	-2	-1.388	1	1	1	2.436	0	1	1
Twitter Background - Reviews  News  and How To Geeks: This is my Twitter background for my Personal Twitter. http://bit.ly/bdbijW	0	neutral	0	0	0	0	0	0	-2.709	5.323000000000001	0	1	0.68359375	0	0.0	positive	0	0	0	-1	-1.552	1	0	0	4.143999999999999	1	0	1
Your busy schedule might not leave you a lot of room today for... More for Scorpio http://twittascope.com/twittascope/?sign=8	1	neutral	1	0	1	0	0	0	-2.0730000000000004	3.479	-1	2	0.453125	0	-0.8281631469726562	neutral	1	1	0	-1	-2.28	1	0	0	1.9990000000000003	0	0	1
RT @MidieastBozz: RT @Frayz: Check out - www.MidieastMovement.com That's a #BrandName http://myloc.me/3Dy7o	0	neutral	0	0	0	0	0	0	-0.343	3.022	0	1	0.0932533749146387	0	-0.06488418579101562	neutral	0	0	0	-1	-0.085	1	0	0	0.575	0	0	1
Photo: (via fuckyeahkristinchenoweth) omgomgomgomg MAY 19TH http://tumblr.com/x7269s2mn	0	neutral	0	0	0	0	0	0	-0.169	2.0229999999999997	0	1	0.0	0	0.0	neutral	0	0	0	-1	0.0	2	0	0	0.767	0	0	1
Winter Olympics: An Add-On to the Modern Games http://bit.ly/9BP1lc	0	neutral	1	0	0	1	0	0	-0.29400000000000004	1.807	0	1	0.046875	0	-0.125	neutral	0	0	0	-1	-0.478	1	0	0	1.5670000000000002	0	0	1
Heres a new idea how about i get you a spoon so you can read my ass.	0	neutral	0	0	0	0	0	0	-3.2009999999999996	3.9880000000000004	-4	2	0.13092422577028628	0	-0.15625	positive	0	1	0	-1	-1.38	1	0	0	2.126	0	0	1
Equipped a Gamma Mittens. #epicpetwars http://www.epicpetwars.com	0	neutral	0	0	0	0	0	0	-0.31	0.655	0	1	0.25	0	-0.0625	neutral	0	0	0	-1	-0.9339999999999999	1	0	0	2.186	0	0	1
RT @FriendsTVFan: #RetweetTHisIf you want #FriendsTheMovie via @Lisa_Kudrow	0	neutral	1	0	0	0	0	1	-0.807	1.8090000000000002	0	1	0.0	0	-0.25146484375	neutral	0	0	0	-1	-0.838	2	0	0	0.038	0	0	1
@alexabimanyu as for now nope. Use XL for cheaper rate of prepaid and postpaid roaming	0	neutral	0	0	0	1	0	0	-7.567999999999999	1.103	0	2	0.300872802734375	0	-0.06640625	positive	0	0	0	-1	-2.189	2	0	0	1.087	0	0	1
It's A Bird! It's A Plane! It's Chris Nolan! He'll Mentor Superman 3.0 And Prep 3rd http://bit.ly/dnSFmU	0	positive	1	0	0	0	0	0	-1.2439999999999998	2.8729999999999998	0	1	0.25048828125	1	-0.13671875	neutral	0	0	2	-1	-1.699	1	0	0	4.582	2	0	2
Andy is rambling on C&C this morning - shutup and get on with it man	0	neutral	0	0	0	0	0	0	-3.503	3.0200000000000005	0	3	0.07721328827028628	0	-0.0625	neutral	0	1	0	-1	-0.729	1	0	0	2.16	0	0	1
@tigerlilybubu lol  where are you? I once forgot the car completely and left home without it.	0	positive	0	0	0	0	0	3	-2.496	2.2390000000000003	0	3	0.37890625	0	-0.031982421875	negative	0	0	1	-1	-5.018000000000001	1	0	0	1.4979999999999998	0	0	2
Grow on Twitter with Tweet Automator http://bit.ly/dwxFHu	0	neutral	0	0	0	0	1	0	-1.887	1.3820000000000001	0	1	0.03125	1	0.0	positive	0	0	1	-1	-0.137	1	0	0	0.516	1	0	1
@LSal92 and yet they are a minority ... despite the election law being changed to skew things in Aoun's favor  they remain a minority	0	positive	1	0	1	1	0	2	-4.781	3.073	0	2	0.474609375	0	-1.06787109375	neutral	0	2	0	-1	-2.173	1	0	0	1.7770000000000001	1	0	2
count the sheeps and you can sleep :) RT @RaissaArif it's time to sleep actually but i can't sleep..hmmm i'll try	0	positive	0	0	1	0	1	0	-8.091	3.1769999999999996	0	2	0.2506103515625	0	-0.125	positive	0	0	1	-1	-2.7270000000000008	2	0	0	2.112	1	0	2
The Newest Member of _________________! #yehbuddy	0	positive	0	0	0	0	0	0	-2.971	3.4000000000000017	0	1	0.0	0	0.0	neutral	0	0	0	-1	-1.286	2	0	0	1.184	0	0	2
@SeaNanners Hey Adam  JPizzle1122 (the microwave dude on utube) seems to have a good live stream for MW2  maybe ask for his help?	1	positive	3	0	0	1	1	5	-2.852	3.8559999999999994	0	1	0.7741019148379564	1	-0.2672147750854492	positive	0	0	1	-1	-1.9800000000000002	2	0	0	2.542	1	0	2
Little Caesars Large Cheese or Pepperoni - No Limit - 2/10 for $3.99:	0	neutral	1	1	2	0	0	0	-6.550999999999999	2.4099999999999997	-1	1	0.0	0	-0.530029296875	neutral	0	0	0	-1	-2.8129999999999997	2	0	0	4.9030000000000005	0	0	1
oh my goodness I'm emo	1	positive	1	0	0	1	1	3	-0.482	0.414	0	2	0.8125	1	-0.03125	neutral	0	0	1	-1	-1.4429999999999998	1	0	0	0.7290000000000001	1	0	2
@Din_Jee wait wait wait...im confused...are you there?	0	negative	0	0	0	0	2	0	-0.61	1.814	0	2	0.0	0	-0.28125	neutral	0	2	0	-2	-0.041	1	0	0	0.75	0	0	1
RT @Arranwhisky: New #Arran #Malt #Competition just posted on: www.arranwhisky.com/Default.aspx?page=Competition Free bottle and chocolates	0	neutral	2	0	0	1	1	1	0.0	5.454999999999999	0	1	0.35068464279174805	0	-0.125	neutral	0	1	0	-1	0.0	2	0	0	4.413	0	0	1
emm  my lip is starting to hurt :/	0	negative	0	1	1	0	0	0	-1.9690000000000003	0.6859999999999999	-2	3	0.0	0	-0.450164794921875	negative	1	1	0	-3	-3.428	1	0	1	1.097	0	1	1
Finally off work. Gonna go home and try to sleep whatever this is off so I can go to my other job. I hate to miss work	1	negative	0	2	4	2	1	0	-4.684	1.844	-5	3	0.1971443114161957	1	-1.7383079528808594	negative	1	1	2	-4	-9.199	1	2	1	4.101999999999999	1	1	2
#TED travel off to rocky start thanks to wayward wallet. JUST made my flight  but horridly tense.	0	negative	1	3	3	0	1	2	-1.177	4.414000000000001	-2	3	0.548583984375	0	-1.6508753299713135	positive	0	0	0	-4	-3.391	1	0	0	5.05	0	0	2
RT 50+ Awesome Twitter Tips to become a Pro http://ow.ly/14LjW via @virtuosoblogger	0	positive	2	0	0	1	0	4	-1.235	4.202	0	1	0.8125	0	-0.0625	positive	0	0	0	-1	-0.403	3	0	0	2.123	0	0	3
@JBieberboyyy i was thinking that i wanna make a Cake party in my house :O! lol	0	positive	0	0	0	0	0	3	-2.538	1.605	0	1	0.42968752984688807	0	-0.140625	neutral	0	0	0	-1	-2.5610000000000004	3	0	0	2.678	0	0	2
http://www.youtube.com/watch?v=0TpGvMh6Uow&feature=player_embedded Check it out! In the middle of London! SO COOL!	0	positive	0	0	0	1	0	1	-0.139	3.5679999999999996	0	1	0.0932533749146387	0	-0.016910552978515625	positive	0	0	1	-1	-0.894	3	0	0	2.4270000000000005	0	0	3
This cares about Internet marketing resources. kitti joined this as a marketer. http://ihid.us?i=noj	0	positive	0	0	0	0	0	2	-3.081	5.014	0	1	0.001953125	1	-0.125	neutral	0	0	2	-1	-1.338	1	0	0	0.841	1	0	2
Mountains  trees  and beautiful cotton-ish blue sky! I will fly! :)	0	positive	2	0	0	1	0	3	-0.172	3.414	0	1	0.69140625	1	-0.03209400177001953	positive	1	0	2	-1	-0.418	3	0	0	7.688	0	0	3
@justinbieber follow me? please...(: your great and it would make my day. btw  i wanna shampoo your hair ;D lmao. 3	0	positive	2	0	0	1	0	8	-3.6949999999999994	5.867	0	1	0.46618808810399104	0	-0.09375	neutral	0	0	0	-1	-3.774	4	0	0	5.445	0	0	3
RT @KLM: RT @tiesto Last chance to meet @tiesto in Bangkok w/ @KLM. Tell your friends & increase the chance of winning together- http://tiny.cc/Ei5hB	3	neutral	1	0	0	1	1	9	-2.161	4.112000000000001	0	2	0.7607790231704712	1	0.0	positive	1	0	2	-1	-1.181	2	1	0	11.152	1	0	1
Lets trade McNabb to the Broncos and get Brandon Marshall. That team has potential...not w/ Kyle Orton at QB tho.	0	neutral	0	0	0	0	0	0	-4.795999999999999	3.298	0	2	0.037235260926536284	0	0.0	neutral	0	0	0	-1	-1.9629999999999999	2	0	0	1.9	2	0	1
RT @chriscolfer: I hereby name all the Kurt fans as the Kurtsies.	0	neutral	0	0	0	1	0	0	-1.652	3.4270000000000005	0	1	0.37609100341796875	0	-0.09375	neutral	0	0	0	-1	-0.418	1	0	0	2.665	0	0	1
I thought about saying underwhelming instead of disappointing but one must maintain standards  even in the face of snowmageddon	0	negative	1	1	1	0	1	0	-6.652999999999999	0.618	-2	2	0.1732025146484375	0	-1.0043983459472656	negative	1	1	0	-2	-5.66	2	0	0	0.962	0	0	1
@DarrylTalley @J9Talley hi there! Nice to see you back!	0	positive	2	0	0	1	0	3	-0.786	4.064	0	1	0.5527960043400526	0	0.0	positive	0	0	0	-1	-0.489	3	0	0	1.5030000000000001	0	0	2
Topic ????:iRedAdmin-Pro-1.1.0 in forum ????? by ZhangHuangbin. http://to.ly/16Uv #iredmail	0	neutral	0	0	0	0	0	0	-0.214	0.539	0	1	0.0	0	-0.25	neutral	0	0	0	-1	-0.083	1	0	0	0.587	0	0	1
Quick Tip: How to Work with @Font-face:- http://u.nu/2iv35	0	neutral	0	0	0	1	0	0	-0.6589999999999999	2.125	0	1	0.007873855764046311	0	-0.0937347412109375	neutral	0	0	0	-1	-0.894	1	0	0	1.2349999999999999	0	0	1
RT @katyperry: I ? New York!	0	positive	0	0	0	0	0	0	-0.172	2.681	0	1	0.0758056640625	0	-0.03125	neutral	0	0	0	-1	-0.418	3	0	0	3.843	0	0	2
RT @ayse: The top 10 novels in Modern Library's reader's picks list include four by Ayn Rand and three by L. Ron Hubbard. America  you scare me.	1	negative	2	1	1	2	2	2	-14.567	6.311	-2	2	0.140625	0	-0.5000038146972656	neutral	0	1	4	-4	-1.6569999999999998	2	0	1	3.670999999999999	1	1	1
RT @Alissa_juknow @PreciousBarbieQ you gotta make ur page private hun... that'll cut them down a lot <	0	positive	0	0	2	0	0	0	-3.947	2.7430000000000003	-1	2	0.34054668171303115	0	-0.078125	neutral	0	0	0	-1	-1.39	2	0	0	0.47800000000000004	0	0	3
@Aviemoron My coffin has already been reshaped as it's going with me!!!	0	positive	0	0	0	0	0	0	-1.2009999999999998	1.836	0	1	0.125	0	-0.25	neutral	1	1	0	-1	-2.5889999999999995	3	0	0	1.526	0	1	2
RT @ErnieAtNing: Selected OpenSocial Ning Apps are now available on github  via Apache 2.0 license: http://bit.ly/97lwm8	0	neutral	0	0	0	1	0	0	-0.8540000000000001	2.324	0	1	0.25	0	-0.05078125	neutral	0	1	0	-1	-1.389	1	0	0	1.286	0	1	1
I went to hot power yoga and I loved it. MUCH better than Bikram to me. Power Good. Hot Good. Sweat Good. What's not to love? #stinky	3	positive	7	0	0	8	3	17	-4.210000000000001	5.274	0	1	3.879126137122512	4	-1.5783777236938477	positive	0	0	4	-3	-4.237	4	0	2	9.11	3	1	4
@nicko236 Lol  well I considered posting something normal  but since when have I been normal.	0	positive	3	0	0	1	0	3	-5.281	2.2989999999999995	0	2	0.2495348472595215	0	-0.20257854461669922	neutral	0	0	0	-1	-2.669	1	0	0	0.348	0	0	2
Google Traffic Pump Pro System.: How To Get Targeted Leads And Massive Traffic To Any Website In 15 Minutes Or Less! http://bit.ly/bGI1aO	0	positive	1	0	1	1	0	0	-4.056	1.744	0	1	0.013736725770286284	0	-0.194580078125	neutral	0	0	0	-1	-4.797	1	0	0	2.163	1	0	2
RT @WLKY Welcome! http://scrbliv.me/11767 We have 4 inches in New Albany and still coming down.	0	positive	1	0	1	1	1	2	-0.512	4.223999999999999	0	1	0.2327590137720108	0	-0.1650400161743164	positive	0	0	0	-1	-1.743	1	0	0	3.682	0	0	3
It saddens my heart 2 C women with black eyes! :(	0	negative	1	0	1	0	0	0	-5.527999999999999	1.591	0	4	0.2802734375	0	-0.04126650094985962	neutral	1	1	0	-4	-5.255999999999999	1	0	0	1.605	0	0	2
?aaaaaaah   e aparece a @gpaaaiva no clipe :B *-* (@replacemusic live on http://twitcam.com/eo3d)	0	positive	1	0	0	0	0	0	-0.591	1.4709999999999999	-1	1	0.25127267837524414	0	-0.2109375	neutral	0	0	0	-1	-1.036	1	0	0	0.886	0	0	2
I cant feel my feet.. that cant be good..	1	positive	1	0	0	1	1	3	-1.9709999999999999	0.825	0	3	0.7369348425418139	1	-0.046875	negative	0	0	1	-1	-3.9490000000000003	1	0	0	0.903	1	0	2
RT @katsuhir0: ??????????????RT @ts_tw: ????????????RT @shimay ?????Xperia?????????????30?? http://bit.ly/9i5kzy	0	neutral	0	0	0	0	0	0	0.0	1.839	0	1	0.0	0	0.0	positive	0	0	0	-1	0.0	1	0	0	0.11399999999999999	0	0	1
@officialerika i hope so dude hahaha <3. So  which subject do you have right now? xx	1	positive	2	0	0	1	1	5	-2.918	3.357	0	1	0.09711456298828125	1	-0.30635672437711037	positive	0	1	1	-1	-1.53	3	0	0	4.005	1	0	3
He's been ranting about this for years RT @eugenelee finally blogged Business is Conducted by People  not Users http://bit.ly/9Dt24j	1	neutral	0	1	1	0	1	0	-4.95	3.005	0	2	0.263671875	1	-0.875	neutral	0	0	1	-1	-1.839	1	1	0	1.8699999999999999	1	0	1
Questions galore in my heart i try to sleep. a little hurt  a little lonely a little confused a little in love  a little smooth a li'l rough	0	negative	4	4	10	3	0	3	-3.7729999999999992	4.885000000000001	-6	2	0.8702392578125	1	-3.2426576614379883	negative	2	2	2	-3	-7.061999999999999	2	1	2	6.032	0	2	3
RT @Local76_493: Happy Birthday to Carole King b.1942  Carmen Miranda 1909 	1	positive	1	0	0	1	2	3	-0.092	3.9139999999999997	0	1	0.457275390625	2	0.0	positive	0	0	3	-1	-0.165	2	0	0	3.8	1	0	2
:-) RT @lenno212: Keith Hernandez and Daniel Murphy already have begun working out together in Port St. Lucie. #Mets	0	neutral	0	0	0	0	1	0	-2.366	4.031000000000001	0	1	0.244140625	0	-0.12683773040771484	neutral	0	0	1	-1	-1.5130000000000001	1	0	0	5.845	0	0	1
going to get jubby's valentines day gift with some assistance from lee and shane:) finally got my car registered:) work monday-friday 12-4 ?	2	neutral	0	0	0	1	2	2	-1.908	3.419	0	1	0.2491496440343326	2	-0.2734375	positive	0	0	3	-1	-3.0210000000000004	2	1	0	5.369	1	0	1
About to spend the next couple of hours of my life working for the man	0	neutral	0	0	0	0	0	0	-0.52	0.727	0	2	0.147491455078125	0	-0.28955078125	neutral	0	0	1	-1	-1.903	1	0	0	2.671	0	0	1
RT @BRADPIFF877: I should of threw my self on the floor and screamed (bro u would be gettin a fat check if u had done dat)	0	negative	0	1	1	0	0	0	-5.357	3.962999999999999	-2	2	0.3277504452271387	0	-0.09375	neutral	1	1	0	-4	-3.5030000000000006	1	1	0	1.8179999999999998	0	0	1
need to find a red all lace see thru dress (like my black one)for my friend brian goins red && black birthday party this weekend;;His GIFT!	2	positive	2	0	2	1	2	4	-1.935	5.233	0	1	0.5889610052108765	3	-0.33398544788360596	positive	3	3	4	-1	-2.479	2	0	1	6.148000000000001	2	1	2
@jimalkhalili Well deserved. Seems emblematic of a new BBC confidence unashamedly to produce docs that are pitched at more advanced level.	0	positive	4	0	0	3	0	3	-1.941	3.933	0	1	1.3751451988220214	1	-0.0626215934753418	neutral	0	0	4	-1	-2.268	2	0	0	2.3579999999999997	2	1	2
@Nyamorabu yea  that's y I'm not supposed to use it  they wanna attribute all the results to the mouthwash  without chewing gum to help it.	0	neutral	1	0	1	0	0	2	-8.056	1.7779999999999998	0	2	0.566497802734375	0	-0.82684326171875	negative	0	0	0	-1	-8.397000000000002	1	0	0	0.974	0	0	1
RT @remhq: The Helping Haiti charity single for Everybody Hurts is available for download at http://bit.ly/dihtlL	0	negative	1	1	0	2	0	2	-0.596	2.921	-2	1	0.2265625	1	-0.004150390625	neutral	0	0	1	-3	-4.327000000000001	1	0	0	1.671	0	0	1
@Jesse_Son How DARE YOU I am now* your darklordwaffle PIMP now hoe work that corner *pimp slaps*	0	neutral	1	0	0	1	1	0	-5.021	4.786	0	3	0.2383426057640463	0	-0.0703125	neutral	0	2	0	-1	-2.1	1	0	0	1.398	1	0	1
Well on the bright side if the conservatives win the general elections the scots can stop leeching from the english purse!	0	positive	2	0	0	3	0	5	-5.479000000000001	4.3870000000000005	-1	2	0.7424547691345215	0	-0.007201194763183594	neutral	0	0	1	-1	-1.2530000000000001	2	0	0	3.1590000000000003	1	0	2
Learning about water heaters - ah the joys of home ownership - and still being single : )	0	positive	1	0	0	0	0	0	-1.843	2.2439999999999998	0	1	0.193359375	0	-0.07574272155761719	neutral	0	0	2	-1	-2.936	3	0	0	3.3459999999999996	0	0	3
Personal Branding Is All About How You Execute The Brand | Jupdi Blogs: Like many people possibly think  personal ... http://bit.ly/93Lbkd	0	positive	1	0	0	1	0	2	-5.300999999999999	4.7330000000000005	0	1	0.7833251953125	0	-0.1630859375	neutral	0	0	0	-1	-0.504	1	0	0	2.13	2	0	2
@MizzChievouz http://twitpic.com/11ww1v - makeupkase	0	neutral	0	0	0	0	0	0	0.0	0.739	0	1	0.0	0	0.0	positive	0	0	0	-1	0.0	1	0	0	0.248	0	0	1
